m,classification,parity,m_mod_6,m_mod_12,rule_valid,all_hamilton,sign_product,defect_vertex_count,low_layer_only,json_path
3,candidate_fail,odd,3,3,True,False,1,0,True,artifacts/4d_generalization/d4_canonical_rule_direction_tuple/m3.json
4,candidate_fail,even,4,4,True,False,1,0,True,artifacts/4d_generalization/d4_canonical_rule_direction_tuple/m4.json
